Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2020-01-02,299.4064636230469,299.4249140098017,297.24987779194856,298.18072230420165,59151200
2020-01-03,297.1392822265625,298.2728840920659,295.93196319223426,295.98725810025013,77709700
2020-01-06,298.2728576660156,298.355800020691,295.2499196258295,295.36973462444496,55653900
2020-01-07,297.4341735839844,298.180682883535,296.98256105203933,297.7014229007024,40496400
2020-01-08,299.0194091796875,300.2451505391978,297.37892786268793,297.6277549618272,68296000
2020-01-09,301.04693603515625,301.1206813288284,300.00550173534947,300.5953515823719,48473300
2020-01-10,300.1806335449219,301.79346742317296,299.7106267972333,301.6368078824737,53029300
2020-01-13,302.24505615234375,302.2542532198053,300.3741701264257,300.807332315953,47086800
2020-01-14,301.7842102050781,302.86248888986165,301.2220078828355,301.80263246337364,62832800
2020-01-15,302.4662170410156,303.2311486258918,301.60911790811434,301.6920602636609,72056600
2020-01-16,304.9822082519531,304.9822082519531,303.6274270352498,303.85783181274644,54050300
2020-01-17,305.9314880371094,306.14344244119684,304.91770134717683,305.7010832496513,95846000
2020-01-21,305.3323974609375,306.14342677137137,304.8900382920339,304.9637554449902,77742400
2020-01-22,305.3692932128906,306.8531147057829,305.2126337039077,306.198744842947,48914900
2020-01-23,305.71954345703125,306.1342833761721,303.5906052066956,304.71498183408573,51963000
2020-01-24,303.000732421875,306.46602959305443,301.7012459826827,306.3830872406276,87578400
2020-01-27,298.1437683105469,299.63678669967504,297.36961166898345,297.71060622383595,84062500
2020-01-28,301.2680969238281,302.1528434311375,298.2359620503976,299.5815181319117,63834000
2020-01-29,301.01922607421875,302.8716894662195,300.81646874710634,302.64128469111824,53888900
2020-01-30,301.9962158203125,302.2081983917871,298.1807264128993,298.9364328893423,75491800
2020-01-31,296.51263427734375,301.52624631008973,295.59101483199476,301.3695586291193,113845600
2020-02-03,298.7152404785156,300.59535170971026,297.88578874067906,298.00560374875556,69083000
2020-02-04,303.2680969238281,304.1436466601022,302.0331302238584,302.3557026596222,62573200
2020-02-05,306.77020263671875,306.98218521194485,304.75188214039383,306.22645059653746,65951100
2020-02-06,307.80242919921875,307.9959613803611,306.71489703118635,307.7379090969748,50359700
2020-02-07,306.1620178222656,307.81169652356425,305.60904048148353,306.73341742835527,64139400
2020-02-10,308.4475402832031,308.51206038428364,305.2310979294225,305.26797057655267,42070000
2020-02-11,308.9820556640625,310.604086297444,308.44750078868236,309.81150730195765,54864500
2020-02-12,310.9727478027344,311.1847022081107,310.06032571345446,310.42896775051224,43992700
2020-02-13,310.6409912109375,311.61790539437004,309.2585622956361,309.5350368284611,54501900
2020-02-14,311.138671875,311.25848688046284,309.84841051922353,311.0557295155845,64582200
2020-02-18,310.3368225097656,311.2031467496603,308.93594341942503,310.1340651743523,57226200
2020-02-19,311.82073974609375,312.50272917916465,311.02816047258915,311.31386026890783,48814700
2020-02-20,310.5396423339844,312.09718124089915,307.5259291454667,311.2677013491961,74163400
2020-02-21,307.3416442871094,309.48900509044205,306.51216433567726,309.1756578729287,113788200
2020-02-24,297.1484680175781,307.4152910445765,296.06093601109944,297.812034951368,161088400
2020-02-25,288.144287109375,299.16684677332535,287.2595403994609,298.5493775528194,218913200
2020-02-26,287.0844421386719,293.17633285198843,286.34715787137753,289.554375372259,194773800
2020-02-27,274.19091796875,287.1396555706838,274.19091796875,281.51777321971497,284353500
2020-02-28,273.0389099121094,274.54115369015636,263.1591510817737,266.07147109385767,384975800
2020-03-02,284.86328125,284.9278013455216,271.37998756531664,274.83605963928864,238703600
2020-03-03,276.7069396972656,289.2409664464348,274.2462321827983,285.241142492212,300139100
2020-03-04,288.3377380371094,288.55894574643776,279.55470914183184,282.1260343052049,176613400
2020-03-05,278.75286865234375,284.2918077190844,276.494919028014,281.07536648095396,186366800
2020-03-06,274.14483642578125,275.361380506915,267.48154768139767,270.17265996629715,228667200
2020-03-09,252.7357177734375,261.9150398336404,252.01685571075166,253.7218292324081,309417300
2020-03-10,265.8133850097656,265.9055244164613,252.06281608604937,262.32966604409324,276444100
2020-03-11,252.85549926757812,259.8413904617814,249.648281576049,258.69859134186584,255316300
2020-03-12,228.6629638671875,245.75900460365807,228.26666025764587,235.9345395429325,392220700
2020-03-13,248.21046447753906,250.2011651223669,229.04078425249784,242.46876731964798,329566100
2020-03-16,221.0503692626953,236.76396526708146,218.75553240747965,222.27611041521737,297240000
2020-03-17,232.98536682128906,236.09123349122615,218.4882988607018,225.83359190057925,262070500
2020-03-18,221.1885986328125,228.90254651003826,210.14760502197313,217.7325267791748,327597100
2020-03-19,221.6586456298828,227.99017957933341,214.01842806697903,220.49741041194926,289322000
2020-03-20,212.10643005371094,226.63312291311317,211.82831565045555,224.8346658036127,347158800
2020-03-23,206.68321228027344,212.92217686713192,202.335399840441,211.54089867864934,326025200
2020-03-24,225.40945434570312,226.2901524274799,216.74165098419292,217.31641045188894,235494500
2020-03-25,228.78387451171875,237.64637636448504,222.25752828879652,227.00396190546724,299430300
2020-03-26,242.14254760742188,243.62578706524206,230.87901761960737,231.31472699036135,257632800
2020-03-27,234.9301300048828,241.78094497564413,232.733052958814,234.7910798673419,224341200
2020-03-30,242.5596466064453,243.2827355904816,235.0320976211001,237.04376970699454,171369500
2020-03-31,238.9442138671875,244.11707712576936,237.52584585346548,241.54919023035686,194881100
2020-04-01,228.19053649902344,238.86075940640853,226.10469973341816,229.8870187658407,189554600
2020-04-02,233.4561004638672,234.24407467900053,226.74433682378677,227.3005655660446,177660400
2020-04-03,230.0817108154297,234.8374233272891,227.3284050607202,232.4641926453968,135561200
2020-04-06,245.53550720214844,247.51938400946108,230.06323998654094,239.02770436912505,188061200
2020-04-07,245.78578186035156,254.96345958617374,245.56330161930612,254.2032810412995,201427200
2020-04-08,254.03639221191406,255.8626594271453,245.89699425018222,248.40926099192544,153774500
2020-04-09,257.9021301269531,260.6832457144143,255.371304757614,257.3273424744624,189999200
2020-04-13,255.5474395751953,257.26246648033674,251.60752589977565,256.9194667575025,114839100
2020-04-14,263.0842590332031,264.1132581697506,255.40838152498446,260.47928315904113,134143400
2020-04-15,257.4942626953125,263.2233547228347,255.3620568404822,257.3181230897534,121775000
2020-04-16,258.7364196777344,259.598558588505,255.64011485758311,258.78276028073503,131798300
2020-04-17,265.72637939453125,266.33820002400273,261.79571617447783,264.55830161086266,146684800
2020-04-20,261.0447998046875,265.8654119117226,260.8223195905384,261.99036900579455,100109300
2020-04-21,253.11859130859375,257.7537836501394,252.17299396469838,256.53936551993195,126385700
2020-04-22,258.7364196777344,260.497786956256,256.7062033452962,258.04114088692586,92951600
2020-04-23,258.7179260253906,263.22334843692914,258.4120157283415,260.0250538765477,104709700
2020-04-24,262.32415771484375,263.0009061909543,258.1802933470774,260.2475999561166,85063200
2020-04-27,266.1064453125,267.23743364876276,263.85374808000984,264.3172674261671,77896600
2020-04-28,264.8826904296875,270.13898227928394,264.57675191681017,269.7867031631059,105270000
2020-04-29,271.81695556640625,273.36512233735795,269.2212590359745,270.2595376481472,118745600
2020-04-30,269.28619384765625,271.9189801856044,267.53407724153976,270.42643326658214,122901700
2020-05-01,262.1572570800781,269.4530464319418,260.9798999362958,264.49338419820157,125180000
2020-05-04,262.88037109375,263.1862814168892,258.7643170002029,260.2568357283572,80873200
2020-05-05,265.3091735839844,268.14590937668817,263.01010771987677,265.72635226154705,79569900
2020-05-06,263.51068115234375,267.4135051311412,263.0749719463282,267.02416482251283,73632600
2020-05-07,266.6905212402344,268.6373084225653,266.1806612050671,266.75542074754065,75250400
2020-05-08,271.103271484375,271.5760703996931,268.7114951620424,269.8517632497576,76452400
2020-05-11,271.1588439941406,272.54940216846956,268.730006909536,269.15643682818956,79514200
2020-05-12,265.7541198730469,272.7717793054147,265.61504147540796,272.3546289854014,95870800
2020-05-13,261.05401611328125,266.2361573151122,258.6066211856009,265.18859940853537,144721100
2020-05-14,264.1781921386719,264.30796283193826,253.07225947694414,258.5974299268108,121977900
2020-05-15,265.39263916015625,265.43897977898513,260.8130656972084,261.76791443108755,111146300
2020-05-18,273.4764404296875,275.09875829664327,271.3442625495084,271.66870349011685,119703800
2020-05-19,270.6674499511719,274.5980843990878,270.6489193646904,272.87380625424714,95189300
2020-05-20,275.26556396484375,276.1369825097684,274.0048050519153,274.23656470128947,85861700
2020-05-21,273.3651428222656,275.95158839920805,272.2619646414217,275.1357899168052,78293900
2020-05-22,273.88427734375,274.0604169353018,271.82625058701416,273.07775831452426,63958200
2020-05-26,277.25872802734375,280.1418331588683,273.90285238631657,279.9007940384708,88951400
2020-05-27,281.3840026855469,281.42109214806135,275.20992270702266,280.0768749688756,104817400
2020-05-28,280.8650207519531,284.45265733154645,280.18827206397054,282.4224395585851,90405200
2020-05-29,282.11639404296875,282.70968403671674,277.6202511667875,280.3920875325999,119090800
2020-06-01,283.2566833496094,283.86853232947044,280.94836587770726,281.46750532286615,55758300
2020-06-02,285.60205078125,285.648419687675,282.8394937497713,284.1836827985654,74267200
2020-06-03,289.4029541015625,290.3670823360834,287.3263963265739,287.60449663894633,92567600
2020-06-04,288.6427917480469,290.163148983734,286.5291443822966,288.41103204438576,75794400
2020-06-05,296.0404968261719,297.8296744962455,294.0195595110325,294.0844590014843,150524700
2020-06-08,299.6187744140625,299.81344452554634,296.3092410640251,296.85619023788325,73641200
2020-06-09,297.384765625,299.6930830368076,296.05907872432476,296.9304974040789,77479200
2020-06-10,295.72528076171875,298.86795484853855,295.00219186516273,297.9687263741447,95000800
2020-06-11,278.6771240234375,289.37515984797506,278.1209233683668,288.7355008036643,209243600
2020-06-12,282.0144348144531,286.52910875383816,276.81376129064523,285.75039964128285,194678900
2020-06-15,284.6471862792969,285.7874539238831,275.08942072882604,276.2760289862849,135782700
2020-06-16,290.1259460449219,292.61043059766166,285.22193300285784,292.4621010504109,137627500
2020-06-17,288.9208679199219,291.4516936092393,288.17922002824815,291.15503445256985,83398900
2020-06-18,289.0321350097656,289.5141849661183,286.92776727085004,287.39128663729656,80828700
2020-06-19,287.3803405761719,292.7249500570182,285.4156663592351,292.52942318747995,135549600
2020-06-22,289.22393798828125,289.62431200460514,285.6205150104201,286.77509251441387,74649400
2020-06-23,290.555419921875,292.83667085433774,290.1457256448983,291.8962323891676,68471200
2020-06-24,283.1437072753906,289.1214981418375,281.2907912992377,288.49763649516166,132813500
2020-06-25,286.17913818359375,286.44917037426717,280.52724480367965,282.5663956052271,89468000
2020-06-26,279.3819274902344,285.28524025571556,278.79534705501015,285.0710728992129,127961000
